tweets,quote_status,language,favorite_count,retweet_count,time,id,neg,neu,pos,compound
"I cannot believe how mature Riverdale got after this time jump. For the love of God, I pray these writers don't screw it up",False,en,1,0,2021-02-26 17:35:26,1365354800670507009,0.08,0.582,0.339,0.7625
"@a_strandale @ArchieComics @camilamendes We haven't even got a CAOS crossover and that actually shares an universe with Riverdale

Also like...they can't insert Riverdale into the 80s anymore
(Actually no they can since somehow it's still 2021 after the time jump, so the timeline doesn't matter)",False,en,6,0,2021-02-26 17:08:45,1365348087527600130,0.047,0.905,0.047,0.0
"Cheryl Blossom has been pretty quiet in the post-time-jump #Riverdale era. This week, we got our first glimpse into what she's been up to. | via @TheMollyTurner
https://t.co/89ecmnJKau",False,en,4,1,2021-02-26 16:21:00,1365336069034676227,0.0,0.89,0.11,0.4939
"RT @madchenamick: In honor of tonight’s seven-year time jump episode, here is last weeks BTS as jellybean, FP and the serpents ride off int…",False,en,0,159,2021-02-26 14:53:52,1365314142337454084,0.0,0.878,0.122,0.4939
@Ls2393710611 @CW_Riverdale Um you calling me a freak is childish and I was just saying there was a 7 year time jump and there grownups they no better then u atleast so like I said get over it and stop acting childish,False,en,0,0,2021-02-26 14:14:55,1365304339569520651,0.25,0.619,0.131,-0.5512
"RT @tvpromosdb: Riverdale Season 5 ""Hiram's Time Jump"" Featurette (HD) https://t.co/raXWgomIxR",False,en,0,3,2021-02-26 13:56:56,1365299815198953473,0.0,1.0,0.0,0.0
"The core four of Riverdale were born in 2001, they graduated from highschool in 2019 / 2020, then there is the time jump that’s seven years into the future, and is of course set in 2021, when they are twenty five, of course, considering they were born in 2001.",False,en,2,0,2021-02-26 11:53:47,1365268823549636609,0.0,1.0,0.0,0.0
@BrianEPaterson Yes Season 1 and now the Time jump!! 🤩🤩 #Riverdale,False,en,1,0,2021-02-26 10:21:27,1365245584496615426,0.0,0.733,0.267,0.508
"@a_wculver Yesmm, I think the time jump is bringing more Riverdale fans back. And I'm finding this incredible, but as you said they are just like friends with benefits, but I meant it would be interesting they have a conversation about your feelings. I would find it interesting",False,en,1,0,2021-02-26 10:12:43,1365243389189488641,0.0,0.685,0.315,0.9578
Roberto Aguirre-Sacasa teases the upcoming developments for Toni and Cheryl after the time jump! #Riverdale #RiverdaleSeason5 #Choni #news https://t.co/259oAtcHPZ,False,en,1,1,2021-02-26 10:00:59,1365240435418034176,0.122,0.878,0.0,-0.3595
@MayFor3ver There is bad writing like with Riverdale (although the time jump made it SOOOOOOO MUCH BETTER) and then there's this,False,en,0,0,2021-02-26 07:35:04,1365203714341031936,0.14,0.76,0.1,-0.25
Riverdale really stepped it up for this time jump. It’s a whole different show.,False,en,0,0,2021-02-26 07:19:08,1365199702912811008,0.0,1.0,0.0,0.0
I hope we're going to see more of Cheryl's story. The first three episodes after the time jump have been great! #Riverdale @madelainepetsch,False,en,0,0,2021-02-26 06:55:06,1365193658270502918,0.0,0.733,0.267,0.807
Okay riverdale time jump let’s try and be “normal” shall we?,False,en,0,0,2021-02-26 06:34:36,1365188498752303107,0.0,0.84,0.16,0.2263
"I need to discuss the post- time jump #Riverdale situation. @djrogge, where you at?",False,en,0,0,2021-02-26 06:11:06,1365182584259547138,0.0,1.0,0.0,0.0
Idk how I feel about the 7 year time jump on Riverdale,False,en,0,0,2021-02-26 05:38:04,1365174270976872455,0.135,0.865,0.0,-0.1027
i actually think time jump riverdale is very good i hope it lasts,False,en,4,0,2021-02-26 05:15:53,1365168685975965700,0.0,0.586,0.414,0.7485
"RT @digitaljami: Previous seasons of #Riverdale: most of these actors look too old to pass as teenagers.
Post time jump: All of these actor…",False,en,0,1,2021-02-26 04:44:32,1365160797341708289,0.0,1.0,0.0,0.0
RT @beautifullyles: talk shit on riverdale all you want but they’re doing really good with adult choni after the 7 year time jump madelaine…,False,en,0,8,2021-02-26 04:38:18,1365159230714634247,0.083,0.721,0.196,0.4835
"Previous seasons of #Riverdale: most of these actors look too old to pass as teenagers.
Post time jump: All of these actors look like teenagers.",False,en,1,1,2021-02-26 04:32:47,1365157839967191040,0.0,0.906,0.094,0.3612
"RT @cappuchoni: @CW_Riverdale The time jump really reinvigorated the series. It’s fresh, and I’m actually excited about watching every stor…",False,en,0,5,2021-02-26 03:38:25,1365144158957142016,0.0,0.683,0.317,0.7841
"Tbh, Riverdale is noticeably better now that they are out of high school. I’m not saying I didn’t enjoy the high school seasons, but the time jump episodes are better plus we have more Betty and Archie scenes.",False,en,2,0,2021-02-26 03:37:54,1365144030649188353,0.044,0.817,0.139,0.6106
It’s so annoying in the new season of Riverdale after the time jump they have to reiterate what they do for a living over and over... I got it the first time! 😂,False,en,0,0,2021-02-26 02:23:20,1365125262749351936,0.102,0.898,0.0,-0.5081
"RT @bettyfelon: After a seven-year time jump on Riverdale, FBI agent Betty Cooper is working on the Trash Bag Killer case (aka the TBK), st…",False,en,0,2,2021-02-26 02:06:26,1365121012514385925,0.158,0.842,0.0,-0.6486
"After a seven-year time jump on Riverdale, FBI agent Betty Cooper is working on the Trash Bag Killer case (aka the TBK), struggling novelist Jughead is looking for the Mothman, and mayor Hiram Lodge is running the entire town into the ground while enjoying some Doritos. https://t.co/Mo7X1q6Fel",False,en,29,2,2021-02-26 01:56:54,1365118613288534019,0.133,0.804,0.064,-0.5719
"RT @AWKWRDCAIT: So the new episode of @CW_Riverdale is set in 2021. It is supposed to be a 7 year time jump.
But in the last episode they o…",False,en,0,1,2021-02-26 01:48:28,1365116489909473284,0.0,1.0,0.0,0.0
Riverdale Season 5 - Hiram's Time Jump --&gt; https://t.co/DSgPBP8Hzm  #Riverdale #Season5,False,en,0,0,2021-02-26 01:21:11,1365109624819564548,0.0,1.0,0.0,0.0
"Is anyone talking about the fact that we havent seen Hiram Lodge standing since the time jump? But we also havent explicitly seen him in a wheelchair or something. Like we know he was sick, why are they trying to make this a mysterious thing? #Riverdale",False,en,0,0,2021-02-26 01:14:51,1365108031478898695,0.076,0.872,0.052,-0.2869
@JamesTaylor21 7 year time jump. hiram is ruining riverdale so they all came back to save it. they’re all teaching at the high school now.,False,en,1,0,2021-02-26 01:05:02,1365105559926697985,0.074,0.809,0.118,0.296
the riverdale time jump is so weird and so great https://t.co/8pd2xiHw63,False,en,5,0,2021-02-26 00:53:33,1365102667987566597,0.143,0.576,0.281,0.4857
IM SORRY????? RIVERDALE DID A 7 YEAR TIME JUMP AND NOW THEYRE ALL OLD!? BYE-,False,en,0,0,2021-02-26 00:27:24,1365096087053361152,0.0,1.0,0.0,0.0
"like this and I'll add you to the list. this is for all of my mains (riverdale universe only pls, original characters are fine, as long as it takes place post-time-jump!) 
https://t.co/mEZpdr6IAZ",True,en,2,0,2021-02-26 00:07:57,1365091192724152325,0.0,0.774,0.226,0.7345
"RT @tabithagifs: 🥺🥺🥺
[Riverdale | Time Jump | Erinn Westbrook] #riverdale @EriVeronica https://t.co/0AALjcm6J1",False,en,0,3,2021-02-25 23:46:47,1365085867929460741,0.0,1.0,0.0,0.0
"@amicklove @madchenamick @CW_Riverdale That corpse would've been bones by now, remember there was a 7 year time jump. That happened before graduation and senior year.",False,en,1,0,2021-02-25 22:55:20,1365072917864800256,0.144,0.856,0.0,-0.5719
Ohhh they’re doing a OTH style time jump? Okay. At least they’ll look their age instead of “17” (which was laughable at the best of times) #Riverdale,False,en,0,0,2021-02-25 22:23:26,1365064889719541763,0.0,0.759,0.241,0.743
Riverdale | Time Jump | Mark Consuelos | The CW https://t.co/yH3C3H6ERg via @YouTube,False,en,0,0,2021-02-25 22:11:39,1365061926573719555,0.0,1.0,0.0,0.0
"Veronica Lodge dueting ""Shallow"" with her new husband whose name is Chad Gekko. this time jump is exactly what Riverdale needed",False,en,6,0,2021-02-25 22:05:04,1365060269169377285,0.0,1.0,0.0,0.0
Is it just me or does cole sprouse look like he aged 20 years during the #Riverdale time jump 💀💀,False,en,5,0,2021-02-25 21:57:33,1365058377110466566,0.0,0.884,0.116,0.3612
i drew #bettycooper before the time jump how did i do ? #Riverdale @lilireinhart @marisolnichols @CW_Riverdale @camilamendes @madchenamick https://t.co/QaLGYWuK5b,False,en,1,0,2021-02-25 21:17:52,1365048389549907973,0.0,1.0,0.0,0.0
"my sister is trying to explain time jump Riverdale to me and just said, and I quote, ""do you remember the Ghoulies? they were all on Jingle Jangle?""",False,en,147,5,2021-02-25 21:05:07,1365045184107528202,0.0,1.0,0.0,0.0
"RT @anguisregulus: 'Sᴀʀᴅᴏɴɪᴄ ʜᴜᴍᴏʀ ɪs ᴊᴜsᴛ ᴍʏ ᴡᴀʏ ᴏғ ʀᴇʟᴀᴛɪɴɢ ᴛᴏ ᴛʜᴇ ᴡᴏʀʟᴅ. '
   
𝑭𝒐𝒓𝒔𝒚𝒕𝒉𝒆 𝑷𝒆𝒏𝒅𝒍𝒆𝒕𝒐𝒏 𝑱𝒐𝒏𝒆𝒔 𝑰𝑰𝑰
   
    / 𝙅𝙐𝙂𝙃𝙀𝘼𝘿 𝙅𝙊𝙉𝙀𝙎.

-…",False,en,0,38,2021-02-25 21:04:42,1365045079472287745,0.0,1.0,0.0,0.0
"@VanessaMorgan i love Time Jump Toni.
Shes should be mayor of Riverdale!!!",False,en,0,0,2021-02-25 21:02:11,1365044443431251976,0.0,0.663,0.337,0.7249
I am catching up on the time-jump riverdale episodes please pray for me,False,en,2,0,2021-02-25 20:59:26,1365043750779650051,0.0,0.685,0.315,0.5574
UGH i have finally made it to the 7 year time jump in riverdale... veronica u shouldve married ME not chad,False,en,0,0,2021-02-25 20:47:59,1365040871780069380,0.172,0.828,0.0,-0.5473
I don't know why Riverdale decided to time jump but it was the best decision they ever made,False,en,1,0,2021-02-25 20:35:40,1365037769530241024,0.0,0.734,0.266,0.7783
"Still getting used to this time jump lol 

#Riverdale",False,en,0,0,2021-02-25 20:26:50,1365035550298828803,0.0,0.741,0.259,0.4215
"RT @TV_Fanatic_Girl: Why #Riverdale's time jump is exactly what we need right now!

What we know about the new #mystery so far:
https://t.c…",False,en,0,4,2021-02-25 19:54:05,1365027305396064256,0.0,1.0,0.0,0.0
Mark Consuelos (@markconsuelos) talks briefly about Hiram Lodge's trek seven years into the future in this behind the scenes look at #Riverdale season five. Watch new episodes Wednesdays on #TheCW https://t.co/kFBErC2UKr https://t.co/04skdTTT4V,False,en,0,0,2021-02-25 19:24:02,1365019744705925121,0.0,1.0,0.0,0.0
@JuliDG both atr great.i am really enjoying post time jump on riverdale.barchie finally.toni being treated as main character she is like one of core 5 now and now using vixens to start road to Choni reunion,False,en,1,0,2021-02-25 19:14:17,1365017289637167110,0.0,0.842,0.158,0.7346
"WATCH: Mark Consuelos talks Riverdale Time Jump! https://t.co/uFrCWMm1vh 

@MarkConsuelos #riverdale #varchie https://t.co/AbLv3Rwwmj",False,en,1,0,2021-02-25 19:14:01,1365017225271345157,0.0,1.0,0.0,0.0
archie andrews jughead jones betty elizabeth cooper veronica lodge time jump rvd riverdale recap new episode netflix bughead choni endgame jealous varchie barchie toni topaz cheryl blossom season 5 5x05 ep https://t.co/1dYSMg9jVb,False,en,1,0,2021-02-25 18:26:05,1365005160292880385,0.091,0.909,0.0,-0.4588
@SotoSsntiago Is going from 617 to 618 in ratings a lot? I think the time jump got people interested again... will have to see how long that lasts though as Riverdale always seems to drop as the season goes on usually 🤔,False,en,0,0,2021-02-25 18:19:25,1365003484320444420,0.05,0.885,0.065,0.1531
"WATCH: Riverdale Time Jump - ""Archie Andrews""! https://t.co/OOjoRvpf17 

#barchie #riverdale #varchie https://t.co/E16ktdG0my",False,en,5,0,2021-02-25 17:49:25,1364995934313213953,0.0,1.0,0.0,0.0
"Riverdale Season 5 ""Hiram's Time Jump"" Featurette (HD)
#Riverdale #RiverdaleSeason5

https://t.co/12lUz7E0fn https://t.co/KRHib9y300",False,en,0,0,2021-02-25 17:29:25,1364990900154347524,0.0,1.0,0.0,0.0
"Riverdale Season 5 ""Hiram's Time Jump"" Featurette (HD) https://t.co/raXWgomIxR",False,en,0,3,2021-02-25 17:10:32,1364986148670431232,0.0,1.0,0.0,0.0
why is riverdale low-key hitting right now? did it really take 4 seasons and a time jump for the writers to be like “okay let’s make a storyline that somewhat adds up”,False,en,0,0,2021-02-25 17:02:55,1364984232381214727,0.0,0.918,0.082,0.3612
"RT @spencerbarrett: #Riverdale’s first post-time jump episode is a triumph in every way, breathing new life into the series and re-introduc…",False,en,0,77,2021-02-25 16:39:50,1364978421923741696,0.0,0.86,0.14,0.4767
"Reggie being Hiram’s minion is the weirdest most messed up thing in this time jump like dude are you serious? why would you do that? how to ruin a character, a saga by Riverdale’s writers 😅 #Riverdale",False,en,0,0,2021-02-25 16:04:20,1364969488567963651,0.242,0.698,0.06,-0.7617
RT @kat__writes: I love to see characters invested in each other’s plot lines post time jump. That little catch up between #Barchie? Where…,False,en,0,21,2021-02-25 16:01:08,1364968681420296192,0.0,0.833,0.167,0.6369
ngl the execution of the riverdale time jump in s5 ???!!! https://t.co/RrxpxOnX64,False,en,0,0,2021-02-25 15:57:32,1364967778076270595,0.0,1.0,0.0,0.0
riverdale time jump who? https://t.co/hes8RRrNju,True,en,1,0,2021-02-25 15:25:35,1364959735892619267,0.0,1.0,0.0,0.0
I just watched Riverdale after dropping it in season 3 or so. . Is that suppose to make sense? Why does it look like they never grew up after the 5 years time jump?,False,en,2,0,2021-02-25 15:23:27,1364959198673592326,0.0,0.91,0.09,0.4329
This time jump on #Riverdale has made things ...interesting!,False,en,0,0,2021-02-25 15:21:14,1364958640919216129,0.0,1.0,0.0,0.0
"Riverdale having more seasons even after the time jump allows them to genuinely explore relationship dynamics. If this were the final season you could expect Veronica to divorce Chadwick and end up with Archie and Betty and Jughead to find their way back to each other
#Riverdale",False,en,1,0,2021-02-25 15:17:49,1364957783322468365,0.0,0.956,0.044,0.2732
Sorry but I’m really loving this time jump in Riverdale with Archie and Betty,False,en,0,0,2021-02-25 15:09:14,1364955620215033857,0.061,0.634,0.306,0.7677
"I need a fanfiction where Beronica are married after the time jump
#Riverdale",False,en,0,0,2021-02-25 14:48:55,1364950510277713926,0.0,1.0,0.0,0.0
i only watched season 1 of riverdale but I decided to start watching right after the time jump like its a brand ass new tv show for comedic purposes,False,en,3,0,2021-02-25 14:43:39,1364949182642028562,0.142,0.656,0.203,0.2617
@Ls2393710611 @CW_Riverdale Bruh u sound 10 “Pay back” like bruh the time jump was seven years they have mived in and have grown up get over it,False,en,0,0,2021-02-25 14:39:18,1364948087224078340,0.0,0.909,0.091,0.3612
I cried a lot on the time jump @CW_Riverdale 👁👁,False,en,0,0,2021-02-25 14:36:14,1364947317795790862,0.271,0.729,0.0,-0.3818
My initial thoughts on the time jump is that it was an interesting choice to not have characters grow at all over that time period. Still hooked on drama. Archie has been to war and can still end up on the verge of tears in 0.5 seconds over a highschool football team #riverdale,False,en,1,0,2021-02-25 14:04:13,1364939260231622656,0.101,0.852,0.047,-0.4767
"@sana_foodie @BarchieUpdates @CW_Riverdale Who said Bughead is dead? And why should they be a couple to investigate together? They can just be friends 

BTW Barchie will be explored, this season and the time jump was for that reason. All fwb start with no feelings, but it’s obvious how it turns out",False,en,4,0,2021-02-25 12:55:18,1364921915694067713,0.077,0.838,0.085,0.1053
"RT @joelmeadows1: Watch A Featurette On Archie's Time Jump In Riverdale
https://t.co/bnu9uZ9lfV @AlasdairStuart @PaulDBrazill @comiccrushpa…",False,en,0,2,2021-02-25 12:03:59,1364909000786137088,0.0,1.0,0.0,0.0
"Why #Riverdale's time jump is exactly what we need right now!

What we know about the new #mystery so far:
https://t.co/bSHAUH3cxp

#RiverdaleCW #BarchieTimeJump https://t.co/bK0ahgudSJ",False,en,14,4,2021-02-25 11:59:53,1364907969020887042,0.0,1.0,0.0,0.0
Watch A Featurette On Archie's Time Jump In Riverdale Season Five https://t.co/bnu9uZ9lfV via @joelmeadows1,False,en,0,0,2021-02-25 11:32:15,1364901017142329347,0.0,1.0,0.0,0.0
"Watch A Featurette On Archie's Time Jump In Riverdale
https://t.co/bnu9uZ9lfV @AlasdairStuart @PaulDBrazill @comiccrushpaul @JodyWeitzman @CW_Riverdale @RiverdaleWriter #Riverdale #RiverdaleSeason5",False,en,3,2,2021-02-25 11:32:03,1364900964256411651,0.0,1.0,0.0,0.0
Watch A Featurette On Archie’s Time Jump In Riverdale Season Five https://t.co/bnu9uZ9lfV,False,en,0,0,2021-02-25 11:29:36,1364900349182685187,0.0,1.0,0.0,0.0
"ill be honest, ever since the time jump, Riverdale has been pure fire and im not even taking the piss. I'm not cringing every 30 seconds which is what I have done since season 2/3",False,en,0,0,2021-02-25 11:16:44,1364897111972667393,0.192,0.728,0.08,-0.5574
"I liked the first episodes of S1 Riverdale and I remembered hating Archie, loving Jughead and not even liking Betty. But I loved Jughead so I shipped them. And then he got annoyingly boring. And Idk what happened from there. But this 7-year time jump is giving him back his spunk.",False,en,1,0,2021-02-25 08:46:58,1364859423118798849,0.151,0.637,0.212,0.6948
"I really hate the fact that Cheryl hasn’t had anything to do since the time jump despite being a great character
#Riverdale",False,en,0,0,2021-02-25 07:48:08,1364844615002714112,0.288,0.712,0.0,-0.8067
The fact that #Riverdale is almost good again brings me so much happiness. This time jump makes it so much better now since they’re playing their actual ages. Season 1/normal vibes again. https://t.co/SpXMrHe99x,False,en,1,0,2021-02-25 07:23:40,1364838458582204420,0.0,0.717,0.283,0.8876
ngl riverdale lost me after season 2 but everything after the time jump in season 5 IT’S NOT THAT BAD,False,en,1,0,2021-02-25 07:03:55,1364833487883182080,0.074,0.719,0.206,0.6045
This riverdale time jump is amazing,False,en,0,0,2021-02-25 06:14:37,1364821079621951489,0.0,0.568,0.432,0.5859
"The way this show has done zero for Cheryl.. 
Except make her a golden goose for everyone else in her life.
Like, the fuck?
Stop.
Useless time jump aside, nobody has given two shits about what has gone on with her, except Toni.

#Riverdale",False,en,0,0,2021-02-25 06:14:16,1364820991998885889,0.223,0.729,0.048,-0.8442
"i really don’t understand how everyone’s so into time jump riverdale, im somehow just not into it",False,en,1,0,2021-02-25 06:09:42,1364819843921362945,0.0,1.0,0.0,0.0
Riverdale time jump said vocal coach’s,False,en,0,0,2021-02-25 06:04:48,1364818609810202624,0.0,1.0,0.0,0.0
Uhhhhhh there’s a 7 year time jump in riverdale💀💀this gonna be interesting,False,en,1,0,2021-02-25 05:56:54,1364816620749787136,0.0,0.769,0.231,0.4019
"Is it weird that, with all the intrigue happening on #Riverdale , my main random question from the time jump is: what YEAR is it, technically, now?",False,en,0,0,2021-02-25 05:44:07,1364813407023558658,0.064,0.936,0.0,-0.1779
"talk shit on riverdale all you want but they’re doing really good with adult choni after the 7 year time jump madelaine and vanessa have made them come so far as a couple the parallels, the angst, the exes still in love, the pining, the star crossed lovers trope i’m eating it up",False,en,71,8,2021-02-25 05:42:43,1364813053741707265,0.036,0.717,0.247,0.9386
I'm not gonna lie — I am enjoying this time jump in Riverdale.,False,en,0,0,2021-02-25 05:40:32,1364812504707203073,0.0,0.746,0.254,0.5267
I thought with the 7 year time jump #Riverdale would become a more mature show but somehow this show has gotten even stupider. How is this still on tv and why is my DVR still recording it? #TerribleTV #WhatAmIWatching #AwfulShow #TerribleWriters,False,en,0,0,2021-02-25 05:36:01,1364811365903458305,0.111,0.841,0.048,-0.5724
“Still Into You” by Paramore feels like the Choni post time jump anthem and has popped into my head literally every single time they share the screen #Riverdale #choni,False,en,3,0,2021-02-25 05:26:18,1364808919747620870,0.0,0.852,0.148,0.5719
riverdale is comforting rn bc in the 7 year time jump there’s no talk of covid at all,False,en,5,0,2021-02-25 04:51:39,1364800202910162944,0.111,0.754,0.136,0.128
"TONIGHT! Riverdale 5.06 - ""Back To School""! 
TRAILER: https://t.co/YU88Vfh1a9 
PHOTOS: https://t.co/MK6MON5jry 
SCENE CLIP: https://t.co/wcUXZUQUow 
ARCHIE TIME JUMP: https://t.co/d7hraFi8j1 

#barchie #jabitha #riverdale #varchie https://t.co/TNFaYVqMPL",False,en,3,0,2021-02-25 03:34:51,1364780873376235520,0.0,1.0,0.0,0.0
"ICYMI: #Riverdale stars #KJApa and #VanessaMorgan discuss the impact of the #Season5 #timejump, plus a preview for tonight's #BackToSchool. #TheCW #Archie #Toni #Betty #Cheryl #Veronica #Jughead https://t.co/aPYJ1o9hJ5",False,en,2,0,2021-02-25 03:08:41,1364774288449024000,0.0,1.0,0.0,0.0
The only characters that should get back together after the time jump are Cheryl &amp; Toni #Riverdale,False,en,0,0,2021-02-25 02:51:42,1364770016227385350,0.0,1.0,0.0,0.0
"#Riverdale has really stepped it up this season with the 5 year time jump, it’s more dramatic, less murder.",False,en,0,0,2021-02-25 02:27:41,1364763972214358017,0.216,0.784,0.0,-0.6879
archie andrews jughead jones betty elizabeth cooper veronica lodge time jump rvd riverdale recap new episode netflix bughead choni endgame jealous varchie barchie toni topaz cheryl blossom season 5 5x05 ep https://t.co/2HuGcl25rd,False,en,2,0,2021-02-25 02:26:31,1364763675702161415,0.091,0.909,0.0,-0.4588
